Variable_1,Variable_2,Variable_3,Variable_4,Variable_5,Variable_6,Variable_7,Variable_8
0.8745401188473625,1.4507143064099162,1.231993941811405,1.0986584841970366,0.6560186404424365,0.6559945203362026,0.5580836121681995,1.366176145774935
1.1011150117432087,1.2080725777960455,0.5205844942958024,1.4699098521619942,1.3324426408004217,0.7123391106782762,0.6818249672071006,0.6834045098534338
0.8042422429595377,1.024756431632238,0.9319450186421158,0.7912291401980419,1.1118528947223796,0.6394938606520418,0.7921446485352182,0.8663618432936917
0.9560699842170359,1.2851759613930136,0.6996737821583597,1.0142344384136117,1.0924145688620426,0.5464504127199977,1.1075448519014384,0.6705241236872915
0.5650515929852795,1.4488855372533331,1.4656320330745594,1.3083973481164612,0.8046137691733707,0.5976721140063839,1.1842330265121568,0.9401524937396013
0.6220382348447788,0.9951769101112702,0.5343885211152184,1.409320402078782,0.7587799816000169,1.162522284353982,0.811711076089411,1.0200680211778108
1.0467102793432796,0.684854455525527,1.4695846277645586,1.2751328233611146,1.4394989415641892,1.394827350427649,1.097899978811085,1.4218742350231168
0.5884925020519195,0.6959828624191452,0.5452272889105381,0.8253303307632643,0.888677289689482,0.7713490317738959,1.3287375091519293,0.8567533266935893
0.7809345096873808,1.0426960831582486,0.6409242249747626,1.3021969807540397,0.5745506436797708,1.4868869366005173,1.2722447692966574,0.6987156815341724
0.5055221171236024,1.3154614284548343,1.2068573438476171,1.2290071680409873,1.2712703466859456,0.5740446517340904,0.8584657285442726,0.6158690595251297
1.3631034258755936,1.123298126827558,0.8308980248526492,0.5635583502860236,0.8109823217156622,0.825183322026747,1.229606178338064,1.1375574713552132
1.3872127425763265,0.9722149251619493,0.6195942459383017,1.213244787222995,1.2607850486168974,1.0612771975694963,1.270967179954561,0.9937955963643907
1.0227328293819942,0.9275410183585496,0.5254191267440952,0.6078914269933045,0.5314291856867343,1.1364104112637805,0.8143559810763267,1.0085706911647028
1.4075664739260931,0.7492922291488749,0.9103829230356297,1.2555511385430487,0.7287981654916225,0.576979909828793,0.789751452913768,0.6612212872540044
1.429697652342573,1.308120379564417,1.1334037565104236,1.3714605901877177,1.3036720768991144,0.6865700588860358,1.3925589984899778,1.0393422419156506
1.3074401551640626,1.3960912999234933,0.8180034749718639,0.6100519245276768,0.7279351625419417,0.9271077886262563,1.3180147659224932,1.3607305832563434
0.5069521305311907,1.0107473025775657,0.917411003148779,0.7221078104707302,0.6198653673336828,0.837615171403628,1.4429097039125192,0.8232029320207552
1.0187906217433662,1.2030189588951778,0.863629602379294,1.4717820827209607,1.4624472949421112,0.7517822958253642,0.9972485058923855,0.8008783098167697
0.7848404943774676,0.5368869473545328,1.1095643339798968,1.0026790232288616,0.5514787512499894,0.7786464642366114,1.4082658859666537,0.7395618906669724
0.6448948720912231,0.989452760277563,1.4856504541106008,0.7420552715115004,1.1721355474058786,1.2616196153287176,0.7376375439923997,1.2282163486118596
0.8677831327192532,1.1323058305935794,1.1335297107608948,1.0357746840747586,0.5902897700544083,1.335302495589238,0.8207800649717358,0.6865185103998542
0.5407751415547639,1.090892943188242,1.1775643618422824,0.5165878289278562,1.012093058299281,0.726495775197938,1.14517279040945,0.6743664290049914
1.190937738102466,0.8867353463005374,1.4367299887367344,0.6375209441459933,0.8410663510502585,0.6134735212405891,1.4246936182785628,1.377339353380981
0.7579416277151556,1.159984046034179,1.3172222002012157,1.0552008115994624,1.0296505783560064,0.7418522909004517,0.5931027678058992,1.3972157579533269
1.4004180571633305,1.133101457273268,0.8390297910487007,0.8492095746126609,1.2259556788702395,1.397110259952577,1.3870864242651173,1.2798755458576239
1.1420316461542876,0.5841399649950488,0.6616287140946138,1.3985541885270791,1.10642905965959,0.5091970516166296,0.6014715428660321,1.1635017691080558
0.5050615838462187,0.6608080514174987,1.0487337893665862,1.1918951976926933,1.1519612595026005,0.7242693094605598,1.2121792213475358,0.7372490874968001
0.8253996981592677,1.2464914051180243,1.1496328990472147,1.349223410494178,1.1576128923003433,1.0683086033354716,0.5936747678280925,0.8677158030594335
0.7652023676817254,0.7439896433790836,1.4730105547524457,0.8930977246667604,1.3920465551771133,1.131138625997263,1.2948113035416484,1.002637093105192
1.076903884626359,0.9925176938188639,0.6952429877980445,1.2224521152615053,0.7807723624408558,0.5243159664314538,1.145472295907168,0.6771106794070489
1.4404585843529143,1.4539285770025874,1.4148643902204485,0.8701587002554444,0.5154566165288674,1.4283185625877253,0.9281841483173143,1.4666548190436695
1.4636199770892528,1.35300945546736,0.7944488920695857,0.8850977286019253,1.351136671516857,0.8169220051562777,0.6694927466860925,1.0568012624583503
1.436154774160781,1.196029796674973,1.070061170089365,0.5971764937707685,1.1150072266991697,1.4900538501042633,0.640084015236524,1.0183296523637368
1.3773730719279556,1.2407686177542043,1.197015740995268,1.2024840839871094,0.8594911512197552,0.7935918442644934,1.3093611554785136,1.3101133946791808
1.3670723185801037,1.4132405525564713,1.0113423988609378,1.0015162946871996,1.2982951789667752,1.1499639307777652,1.2019668772577035,1.295792669436101
1.3900053418175662,0.8379951568515358,0.875582952639944,0.593981939840869,1.078280140996174,0.5359422737967421,0.9655980181324602,1.0426446347075766
0.7865412521282844,1.0908332605690108,0.5305002499390494,0.5373481887492144,1.3226005606596583,0.8601906414112629,0.6270605126518848,1.0222432600548044
